Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sugarcane,2012,Rabi,Uttar Pradesh,492.95277079188946,1952.8688639181637,970.5546871357344,373.13067254038737,57.91242113751834,38.47378666489146
Wheat,2022,Rabi,Maharashtra,622.0799512025092,4194.079151378986,1453.4679829289198,249.21216588534614,37.302785399275336,97.58302402842178
Sugarcane,2017,Kharif,Punjab,565.028546703641,4718.552654869476,1033.9366602059608,379.4986428405,45.35551688332621,27.43453456986681
Cotton,2018,Whole Year,Maharashtra,782.8986283815926,7082.406325936662,722.7601724655212,154.85853397857565,26.16860961598077,41.12457132786345
Rice,2015,Kharif,Andhra Pradesh,354.24645937556704,6923.438418678161,1394.7006131203157,415.91390201677643,62.02648918111713,42.205704277737986
Sugarcane,2020,Rabi,Punjab,417.74535244027214,1630.9732567713127,1721.5758810036223,314.79405820405356,96.21814179240016,10.76063464562145
Wheat,2016,Kharif,Uttar Pradesh,904.6848722799257,4557.33383888042,1073.1852416899596,144.8433947434578,55.276534024444814,85.52871577355131
Cotton,2010,Kharif,Punjab,951.8108618353649,2636.0098049562575,698.4030726477225,156.52421413422482,17.462312325503305,12.879501412989224
Sugarcane,2014,Whole Year,Punjab,903.302404737827,2411.314347851251,795.0322959692346,332.61370905629167,65.80012001296674,94.61618512563173
Rice,2014,Whole Year,Karnataka,477.50319456158223,8445.719347635213,856.2249577540761,423.4728169455995,40.620069500613134,90.28669159842586
Rice,2019,Rabi,Punjab,802.3289527061935,1377.2369504463177,949.8463894918043,237.03250191311983,87.0332670632168,58.19697244773672
Maize,2013,Kharif,Punjab,528.702159970989,4772.645883119092,1464.1926057594637,166.23519310741648,49.12103334848232,58.92360174201629
Maize,2015,Kharif,Maharashtra,547.7858669314919,2513.8329018986637,1401.4182268065786,440.1552231097702,27.355564804802103,68.84001306605407
Wheat,2016,Whole Year,Uttar Pradesh,284.21209815155555,8913.971941106265,1544.1197923505588,351.1707312878757,27.199506042203044,44.83450107413983
Sugarcane,2018,Kharif,Maharashtra,632.0172729326648,6013.364619475316,1043.7529767972696,251.63846927738442,79.18877626490443,68.250005505807
Sugarcane,2010,Kharif,Maharashtra,267.52230797801315,3082.4257273916323,1735.9964778199674,269.55508787568584,33.902883847662395,14.029154981963819
Maize,2015,Kharif,Andhra Pradesh,398.4082291604744,5521.845584497388,806.1314917336404,141.9154105713784,79.05100547433007,14.864286461475391
Sugarcane,2016,Whole Year,Maharashtra,869.5271814579417,7583.377237328043,1203.561121277231,332.06118352917974,28.529857968993944,51.15073776575899
Sugarcane,2012,Rabi,Karnataka,286.3682282897697,9623.062080274904,1701.4080823121456,211.4341297442999,38.95177318311785,59.46600709954314
Rice,2017,Rabi,Karnataka,164.04245665608954,2984.01403820877,770.2379715989289,498.04032950345714,51.893827519572945,89.90358763022371
Maize,2014,Kharif,Andhra Pradesh,162.10683335153468,8975.635949164105,664.7946706111744,266.0825818678495,94.88762647241056,19.419457051710665
Cotton,2018,Rabi,Uttar Pradesh,946.7060684527971,9408.737027507412,1825.5259515319847,268.6485227853259,93.85582822784421,84.03831344745004
Maize,2014,Whole Year,Uttar Pradesh,556.2283941656511,9247.784900788596,1014.3944941387938,304.63330433480235,28.618468788005902,28.90426035628626
Cotton,2018,Whole Year,Maharashtra,468.4708646353165,6718.729211757189,1525.805187363548,462.540201403436,42.239713711876554,45.467528365902865
Rice,2019,Rabi,Maharashtra,829.7907229071266,6668.385889912369,538.0229063959077,410.36814493688763,23.44594496083951,38.49421913446716
Wheat,2013,Rabi,Maharashtra,852.2433351194644,4628.895698654405,1535.0703326141745,253.00853140902865,55.898657138214745,46.01397455788591
Sugarcane,2018,Kharif,Uttar Pradesh,398.9719298040441,7771.580940734091,974.1519673204557,373.4146696877582,51.452429562519995,23.544594826532702
Rice,2014,Rabi,Punjab,724.2562517264157,5781.646165158388,583.6112803811626,313.80597445134276,91.06841462056592,55.321306696319944
Sugarcane,2019,Kharif,Karnataka,794.010534266698,7096.94264105465,1414.7191423221757,271.565171915562,93.70048400119654,82.14783308482305
Wheat,2018,Kharif,Punjab,689.185618179359,4856.121134639159,861.2057241097599,136.54209775295772,44.52106519065629,49.73806093410072
Wheat,2012,Whole Year,Punjab,236.43556732008943,7583.468176388252,1080.21086307782,258.7713185547009,54.25641487170905,54.15522183083792
Rice,2013,Whole Year,Uttar Pradesh,888.2947751653513,8420.24365844094,620.8712184297704,160.6183641601586,90.66126242315198,86.38908267531828
Wheat,2018,Whole Year,Punjab,585.1850974624078,2317.926309425345,720.7448766424179,461.6789674332446,82.60370269705552,73.54523031742278
Cotton,2019,Whole Year,Andhra Pradesh,354.2251837330033,8496.367440168051,946.9658532437657,200.93306607335612,10.329068021018434,54.14089676678063
Wheat,2020,Rabi,Maharashtra,482.7053668939245,5862.668786112765,634.6392508402357,478.5188065400175,38.80536077652242,33.19260833702617
Sugarcane,2015,Whole Year,Andhra Pradesh,133.81398135901665,8601.993181812019,1866.239397029473,289.8748805426201,47.95968177425133,89.643407216047
Sugarcane,2011,Rabi,Karnataka,215.0801211001758,4881.715357069132,509.0705647759676,334.1949704042721,30.674465531490853,61.931836152150254
Sugarcane,2016,Whole Year,Maharashtra,788.9920754642748,4411.364368447315,1225.7903282964671,294.32320002019753,27.961445430634488,29.903284909962405
Sugarcane,2011,Rabi,Punjab,100.01047127982953,9235.546592655002,684.8711871988271,108.2212776350154,13.40060559361117,34.22077773742093
Cotton,2020,Kharif,Karnataka,474.909245634063,3260.523407935612,961.5186342169228,219.11954855357342,67.90327525627845,82.28197800426213
Maize,2011,Rabi,Maharashtra,570.2591629770295,8597.910927575289,1889.0893397273983,94.61575052493077,33.625926143484904,13.973100587870992
Rice,2020,Rabi,Punjab,149.17097800087507,5356.185152584637,742.5418299109803,330.32931988252176,14.711246058818178,99.2882968325938
Sugarcane,2010,Whole Year,Andhra Pradesh,975.7703466750995,5626.8589829613375,1948.748479577499,251.09338784019752,30.788137947525726,21.73165117433126
Wheat,2020,Rabi,Maharashtra,303.5127981247048,3776.214533405356,808.6915654841325,400.0932372069216,82.17225575525138,81.64616728572436
Sugarcane,2020,Kharif,Punjab,373.7788476726528,6157.379805571141,1612.3491627002443,149.21171644971642,86.6340263481892,45.52977850945146
Wheat,2021,Kharif,Andhra Pradesh,373.5482610295246,3926.900766485902,1320.0158973459675,124.05472629320072,53.47596206739724,54.299456495872015
Wheat,2020,Whole Year,Karnataka,307.3749959056149,1353.4247281748708,1826.7180913951388,232.8495039336955,47.44636033678176,89.25855197181201
Sugarcane,2012,Kharif,Karnataka,101.32643987768027,3447.9874480992044,1330.9898832546965,466.9634224482715,98.00683241516036,47.16200706302919
Cotton,2015,Rabi,Karnataka,756.4103146791967,1057.411390659316,1301.838828734463,369.6898167555853,28.05081936292629,58.374437830591106
Wheat,2017,Kharif,Karnataka,970.1609498193568,9805.19308351171,793.1870005525998,238.5156311568134,29.382335456914763,14.436969616825294
Wheat,2018,Whole Year,Uttar Pradesh,301.8641349565405,9691.724888377727,749.3440430774881,282.77247638943976,36.26804593327598,10.211272648070784
Sugarcane,2016,Rabi,Maharashtra,696.7424726230802,4556.397677250745,1874.7337266732713,87.89585502969425,25.54815864529786,32.031988570155335
Wheat,2013,Whole Year,Maharashtra,767.7066942628436,7555.337689056814,991.7572982750511,493.0591533692509,44.142903838376796,71.25247836268906
Wheat,2015,Rabi,Uttar Pradesh,863.5828411814723,4112.254885693825,1058.1233824443439,349.8832871127135,91.97508042907785,20.913840402322304
Sugarcane,2014,Kharif,Punjab,480.3662773122482,7039.838413773785,1639.7354876425825,178.43183080854013,65.38130565657168,20.238576292409448
Sugarcane,2017,Whole Year,Punjab,372.6378150763863,8248.870387413812,1008.235223634211,313.61377739686,47.075189375103726,46.9864547232313
Rice,2010,Whole Year,Karnataka,392.765620620728,9520.806202230167,1928.093669958504,99.2670647310473,94.09697151140934,68.3053334747404
Cotton,2010,Rabi,Andhra Pradesh,741.3591997886615,4601.910482647048,1606.8916534982004,484.6265009634126,14.361780922824009,74.08647930231375
Cotton,2022,Whole Year,Punjab,835.1015198550724,8049.681846604429,1396.1438638601298,128.65324454751467,28.924856011167524,26.060560668853732
Wheat,2020,Rabi,Andhra Pradesh,263.45257098094237,3393.356055689069,1821.3427408171287,341.61364312484636,60.92997445915831,17.162933263483822
Cotton,2015,Rabi,Maharashtra,433.8469073419887,9912.990734142835,574.4088625242241,160.4545081425187,65.39973608738612,94.63573305509898
Wheat,2019,Rabi,Andhra Pradesh,911.746177074235,1231.9263888791602,885.5940382838131,372.9026221918411,13.560175590635183,33.459974430589156
Rice,2021,Rabi,Maharashtra,826.0241677252653,6431.759258510088,1197.554501331365,399.5696152581265,46.2734882116419,86.80118478478515
Sugarcane,2011,Kharif,Uttar Pradesh,986.3725624862283,6935.553834861944,840.4678092072816,353.0388780101447,68.42385683477855,87.71423054165365
Sugarcane,2014,Rabi,Uttar Pradesh,778.8234337138726,7192.41001366716,1615.8577809532278,326.52475711483663,72.82634917630614,79.527033258629
Sugarcane,2010,Whole Year,Karnataka,453.87568092513004,2083.488209101801,1878.8120465805878,451.61109227840524,67.43259122646424,25.195024598731308
Cotton,2016,Kharif,Punjab,631.574050595174,9446.768051258174,1135.655179896385,85.38201994539112,38.85069019248321,83.96213133287803
Rice,2010,Whole Year,Karnataka,694.9128288225883,2630.649511450745,1013.1989001678425,198.91164460108783,18.416811123811854,79.2325503317428
Cotton,2013,Kharif,Maharashtra,170.61023468541157,6604.780629158569,1942.3260982063493,161.72936583388068,48.44012017774007,63.70506910955954
Cotton,2018,Rabi,Karnataka,590.0472631934786,3004.0847121077645,1167.278649241311,494.6062829294397,21.587899363124993,40.34818316520575
Rice,2010,Kharif,Andhra Pradesh,738.3887456253486,3764.947753191438,1233.5726006739249,225.22540085009308,95.28612926686004,33.62577438398897
Rice,2013,Kharif,Maharashtra,250.58917360095435,5918.126875553119,1027.474808512858,379.67571465817946,52.765377942036544,20.970029087232305
Rice,2015,Whole Year,Uttar Pradesh,802.5685456830014,4754.740767081188,1864.3227095182076,358.12632374645204,38.55332569211808,55.878136021078426
Rice,2015,Whole Year,Punjab,625.3955024627005,2442.0304087885565,1353.4332249227762,145.43655686481998,78.96736640070101,62.67347879588618
Sugarcane,2021,Rabi,Maharashtra,956.9996071278351,2538.4276217876345,1643.261880772467,157.5489560951981,54.81537333240375,42.34050914642085
Maize,2022,Kharif,Maharashtra,138.18006838620252,4763.303093465197,1717.7100775263295,176.57805359886535,37.9030621611205,52.78231609127817
Maize,2017,Kharif,Andhra Pradesh,338.7935237999203,7815.546804479506,1012.7735628758873,235.00727521672064,83.07709681517215,42.716301163234
Rice,2010,Kharif,Punjab,641.3984913698416,9081.681821630096,1150.5414969805702,155.44627954273705,88.04369359010097,67.69054515886312
Maize,2016,Rabi,Uttar Pradesh,366.9039209853376,1757.1489603344455,1772.707661609397,58.84316723608151,70.57073496598093,91.1133287016907
Maize,2010,Rabi,Maharashtra,742.981747664118,4537.93516803461,1044.8830275137152,445.72687556323797,14.226798016690056,24.75282358422504
Rice,2022,Rabi,Maharashtra,783.1047542697379,1902.2100735058898,1690.902700177777,484.52442412139783,60.96905921498789,44.32679289128111
Maize,2016,Rabi,Andhra Pradesh,192.264367659827,1149.3323256933809,1911.4884838616556,203.70667416420557,78.69654207975535,22.678174355577518
Cotton,2012,Rabi,Karnataka,562.469017786091,6955.46814379561,1434.8155596020106,202.3280957414628,22.285271087522396,66.24493933670487
Wheat,2020,Whole Year,Uttar Pradesh,558.0015000319503,6422.04497769929,1612.4409311778334,53.19131574846694,30.5803676246143,75.59834585397363
Wheat,2017,Kharif,Punjab,432.35269319398697,2467.172024333976,1707.6459680617024,356.1128097486683,89.42455945613229,93.87214593377102
Rice,2012,Kharif,Maharashtra,939.6323763127049,3104.315497837577,1767.5594733449639,421.44795308688293,11.810954966776663,35.098473363486846
Sugarcane,2022,Kharif,Maharashtra,844.7556878858991,1213.3697828006655,1092.580006785194,115.97373516200142,77.74544240433784,95.51900852788872
Rice,2010,Kharif,Uttar Pradesh,727.4884437186731,8514.524851249633,576.8951887639972,121.84985721521784,52.63959632629806,15.693640463860731
Sugarcane,2022,Kharif,Karnataka,742.8939721614978,9772.215364436963,1102.8144068551092,405.53746248714697,50.20949429556462,64.27124770281293
Wheat,2022,Kharif,Maharashtra,515.5445294318072,2219.135831152217,1510.6343446761348,327.33083675936507,10.638687924539846,15.141944740899698
Rice,2017,Kharif,Uttar Pradesh,928.8950689869183,3083.276923887683,1175.5255786711891,70.18725093247265,83.74584078698435,90.43967689857503
Cotton,2012,Kharif,Andhra Pradesh,725.1358845279568,8815.685715522406,1623.4447262905978,330.1461457080268,42.384241057290986,57.68281513630487
Maize,2011,Whole Year,Karnataka,756.0829554902348,9338.174181605664,1035.4736442029957,189.01297527969473,58.668906817048864,70.24135156865165
Sugarcane,2010,Kharif,Punjab,875.5218134086107,4776.646445261293,1452.1162116560445,215.92631996188067,70.95706177020935,84.84165333194073
Maize,2012,Whole Year,Maharashtra,346.6644304079719,1455.6022504216671,779.6297072809618,396.3791382335961,73.23666187941242,23.527956023557188
Maize,2011,Rabi,Uttar Pradesh,826.3638134800327,1354.5265032353745,1624.0541549674354,414.92083670267476,96.03820529434651,13.473240574432046
Rice,2011,Kharif,Andhra Pradesh,275.71654266084283,6165.548794621094,1318.5439532195387,230.1604820779238,57.82059579129482,89.09930313215669
Maize,2015,Rabi,Punjab,410.80775702039904,4536.055980038611,806.096582819901,476.21882120285966,45.97475958769848,38.343990471303925
Cotton,2021,Rabi,Uttar Pradesh,402.04940884285844,1257.8718481988906,937.8667602467109,232.9082230784325,95.83332638425371,21.608101713444874
Maize,2010,Rabi,Uttar Pradesh,980.6729215502265,6249.271530813011,1622.9130628727485,397.32621585354946,67.7899211522969,52.16151133783779
Rice,2011,Whole Year,Punjab,870.8835013731342,1101.7228293012022,1223.9018534922811,267.74476905391657,36.83353206489001,63.84754681264169
Cotton,2015,Rabi,Andhra Pradesh,731.0528754312338,8086.347623343457,824.0471605896083,453.8895469349378,21.381782086321405,12.787354308025911
Wheat,2012,Rabi,Andhra Pradesh,754.351085453851,3757.8954043303443,1950.9067855554465,458.4925596425804,85.82990513186631,34.7406092431379
Maize,2013,Rabi,Karnataka,605.8655149623139,1362.3220270830889,1572.6875297253318,89.33756354198773,42.59634425147364,12.951988684920641
Rice,2010,Kharif,Maharashtra,952.3816003976672,6295.16998884838,1935.7022488096943,471.42199908960157,69.4422749227988,47.83018502759491
Wheat,2017,Kharif,Punjab,546.6328775941254,4579.159729897492,1140.657568040515,421.49067868418706,52.37347774293083,90.55900261596199
Wheat,2022,Whole Year,Punjab,442.46593888290505,9764.203720214346,1212.6505110375806,406.08982144070006,27.90368018155345,98.43871703442123
Sugarcane,2016,Whole Year,Punjab,246.7318032384319,5897.78796253332,1846.9328242775287,140.41010285848512,64.15179477584186,67.33427981532648
Cotton,2016,Kharif,Andhra Pradesh,807.5850870349522,3477.1526293330744,1287.5740103680769,412.3036439395992,15.461476205561409,24.54739244061326
Maize,2012,Whole Year,Maharashtra,760.9995388680323,7384.949781705773,1560.9183678585007,432.5597306082666,47.2008213884073,91.52644509993752
Rice,2019,Kharif,Karnataka,445.9195346717214,3443.428022884402,878.259316243295,180.11765050436793,59.195344569730395,56.46230408800544
Sugarcane,2019,Rabi,Uttar Pradesh,122.67407256330642,9138.189622668086,1170.0897030539609,478.51703526304567,49.24422767067212,23.837438089262626
Cotton,2012,Rabi,Uttar Pradesh,855.0975949462096,4372.497734566388,685.1747987155327,72.43706587962392,77.38049577258917,92.95540025064952
Sugarcane,2011,Whole Year,Punjab,110.27618510866627,5948.817064985847,808.9700538154425,117.45916396121285,84.51324590907812,78.17221456507927
Cotton,2021,Kharif,Maharashtra,733.3298016661458,1455.1579344180598,501.41512290144664,291.9115121231814,79.41187666298602,75.85347454508364
Cotton,2010,Kharif,Andhra Pradesh,973.2313987534513,4835.0911415700775,558.8975774729904,309.1066120050394,13.49316530306219,73.82626334149643
Maize,2016,Whole Year,Maharashtra,493.8951953333831,8491.271856948955,1965.925734765394,340.31753748540655,27.4715893401375,28.030583898679808
Cotton,2016,Kharif,Maharashtra,311.4760644963575,8250.839248270076,863.5305427051435,57.636108191959906,58.29467583373969,28.990602253677345
Sugarcane,2021,Rabi,Andhra Pradesh,734.3839090390435,3018.8670296817363,1494.966064256003,482.16504857995864,94.13398363994212,71.94636985845295
Cotton,2011,Whole Year,Punjab,835.4153278140267,3034.711639095064,1758.6495481994173,70.0646417303648,85.14610975469051,29.775047509935717
Maize,2016,Whole Year,Maharashtra,591.7872844700626,8355.747809919132,1325.9906888548464,114.37787872553108,85.82810575166215,49.4804527122744
Maize,2022,Kharif,Uttar Pradesh,970.3317477305316,9373.585781523929,729.7167501259343,56.30653288672564,37.288737438370745,80.38016430345472
Sugarcane,2017,Whole Year,Andhra Pradesh,146.50184949216498,1858.2482914570319,1592.1746560042495,305.0862949823426,48.65031073708323,80.55572662880569
Wheat,2010,Kharif,Karnataka,554.3160384740753,5050.527754836027,1400.3771151493747,469.5200977644375,52.36353525843437,50.79355952732737
Wheat,2018,Kharif,Punjab,746.6085525902951,4037.0885106780606,1596.8758840210626,349.6762247362089,24.163442501491936,81.29709444477206
Cotton,2016,Kharif,Andhra Pradesh,876.376424034261,8836.196099116954,1654.6199342856307,420.1958608161923,12.796131722001068,85.47596165782511
Rice,2012,Kharif,Karnataka,261.33005071701103,1751.7242321201688,1963.1155515271175,55.976541556361035,95.22126095144652,68.92981761558343
Cotton,2017,Kharif,Karnataka,820.0031335873133,2900.133483022337,1360.344920040065,293.9068843158767,31.664132709715606,30.558326707757814
Sugarcane,2016,Whole Year,Maharashtra,597.4363681466907,7772.215038278449,1012.4616690359028,256.80333987748486,31.59540133512682,34.66106023469928
Sugarcane,2020,Rabi,Maharashtra,456.8983137909669,1461.6446408309403,1472.6968353503557,274.5355748993569,17.504114839188357,38.335703986786186
Sugarcane,2022,Rabi,Maharashtra,218.5435257211842,5432.818426428604,602.6610638639391,82.49593340083457,93.56569767494007,20.51236969605568
Sugarcane,2017,Whole Year,Andhra Pradesh,878.7661830180211,4978.96331211748,1846.0959774823796,357.9959124811884,62.17634034457948,34.58436583329506
Sugarcane,2015,Whole Year,Andhra Pradesh,241.5458873617438,4009.610610898738,679.0715170072951,276.4491866863855,70.03331714128186,28.85673018812789
Maize,2018,Rabi,Punjab,378.8090732881893,4551.150837870315,991.7642568287274,394.3169824375688,92.04191985367473,50.97958748277419
Wheat,2014,Rabi,Maharashtra,361.0409787661932,5769.465282372096,1723.6180709391813,268.38078532777195,41.10581520107105,91.75937930850384
Sugarcane,2012,Rabi,Karnataka,884.2726307717688,2452.3062254954484,1395.9685674960679,117.22173630189444,65.93565800242757,19.403228507856227
Rice,2012,Rabi,Uttar Pradesh,705.4326947880082,6147.962904552335,1090.4532804161631,341.7156293350199,13.491950925599872,74.82411315526561
Rice,2010,Rabi,Punjab,817.0132574722351,8248.890963699876,1210.1534890625321,127.5738629473248,26.80952754080164,71.8554703971815
Rice,2021,Kharif,Andhra Pradesh,325.4211089132491,7841.448368111432,1781.8210898032705,442.5775535096667,84.81212245809482,18.61787787970219
Rice,2017,Whole Year,Punjab,662.386689646299,2385.099142243963,1010.0065790898382,325.90230758115865,79.00915207045021,93.031516441522
Maize,2011,Kharif,Punjab,614.5713848293739,2343.245227673265,1804.474527218257,120.74174760062941,41.55784223114322,61.162498194113766
Rice,2012,Rabi,Punjab,849.547339109444,3413.56930970422,632.2016464650372,483.05212586654307,43.912956499679126,42.73529690221158
Sugarcane,2017,Rabi,Punjab,915.4783544331344,4249.672537069335,1665.197655812946,283.2644585008943,58.01989901982215,78.0884725145776
Cotton,2017,Rabi,Uttar Pradesh,110.94109432964812,4676.100232676343,1771.3214495821046,82.80430334224475,10.02169042166211,33.16289125614706
Rice,2020,Kharif,Maharashtra,706.6179271529134,7117.274951500108,772.7264792560081,332.07480698678023,31.71199024342251,72.41588533416883
Maize,2013,Kharif,Karnataka,146.6522192077561,1510.1238894925186,1145.5197985583006,163.9395081557646,28.7408627747393,13.57400868150225
Maize,2013,Rabi,Punjab,593.9727985696204,1312.0543380345975,748.2496619954834,411.6620533447861,32.54346520747871,85.54672338483448
Rice,2014,Kharif,Punjab,358.8694561393104,4527.195066495182,1559.9061934913266,418.01993310478576,82.53152582800972,50.335376231918666
Cotton,2015,Kharif,Punjab,376.0989395699271,7274.473229241824,1303.021652092485,490.52631013459785,35.17064708917988,67.30236229221475
Rice,2014,Rabi,Maharashtra,417.66265310712095,2740.9180866083434,1452.9850200624815,275.84128896102663,27.236918984513334,29.91140378260153
Maize,2016,Kharif,Andhra Pradesh,659.1632041446491,6773.540331306265,794.7304504343167,254.7305958774817,55.383711471372834,70.93663413926032
Wheat,2011,Whole Year,Andhra Pradesh,400.6449691018923,3338.453241462695,817.6187930786293,389.0640224509163,87.90805327354587,79.50162483039489
Sugarcane,2016,Whole Year,Uttar Pradesh,759.4291455312524,8974.774979321646,562.2459882648595,109.61179535386695,31.72147334537499,52.58918681959589
Maize,2019,Whole Year,Andhra Pradesh,464.07464701648274,9061.209498399548,983.1013027935946,296.11198120690585,17.068261851351885,65.59542316556148
Rice,2016,Whole Year,Punjab,161.51788027896276,3675.584838531938,1339.6169920005125,295.81142005888296,42.07642622646982,51.06933314401587
Sugarcane,2010,Rabi,Punjab,805.3838582356965,3069.9437856691648,1786.9023709959931,90.26290526467425,77.288664210848,90.46822323320609
Rice,2016,Rabi,Punjab,357.1824921334354,4701.735748596082,1500.391171188021,238.0928384781111,59.562149022531514,54.808226246288726
Rice,2014,Rabi,Uttar Pradesh,489.4901916393364,3164.7842666213387,1153.094485099627,433.9781593552409,83.51140326169127,85.7627838125937
Wheat,2012,Whole Year,Punjab,716.8994948997114,7051.454589625333,1929.6801715912068,435.2691298975971,96.36329328483106,82.12168524432238
Sugarcane,2022,Whole Year,Andhra Pradesh,399.21054143384083,8434.58216093457,1578.8678008637478,94.65694921385645,81.33962290764553,46.94543392135209
Sugarcane,2012,Kharif,Maharashtra,150.92709053204408,7057.829178200953,1895.247804293825,90.82439723652388,64.3422770959378,30.707604267172755
Wheat,2013,Kharif,Maharashtra,436.5289423115322,8419.154025244145,1291.3819599082485,168.2129646508709,54.400742924714244,46.54739193037939
Maize,2022,Whole Year,Karnataka,950.0037244248731,4572.929459867268,888.3564121897093,443.64472814929707,13.606217771344,84.35956381976982
Rice,2021,Whole Year,Andhra Pradesh,677.5609575687024,2406.8527363797475,579.2400295470829,108.00616328307453,98.58897809326372,30.486928223745313
Cotton,2011,Whole Year,Punjab,704.3312338004862,7641.558526578329,1589.1272772257757,373.99856118235084,44.51330103175383,57.19927112719744
Rice,2011,Whole Year,Maharashtra,669.0539382738758,4244.270546273985,681.9544970083011,95.52452882589645,23.700539252518013,82.54870731646727
Rice,2010,Kharif,Andhra Pradesh,279.0929250634931,7041.437427062193,954.1626924079508,330.4120341865214,70.0037969856811,41.81297276155409
Maize,2014,Whole Year,Maharashtra,476.50047769205213,3435.7954778358912,1298.7063618258462,210.23028460361516,35.58594601859134,67.79886733024276
Rice,2013,Kharif,Punjab,775.8458185269865,1731.066713260054,1346.6248816696216,405.01128333464015,62.72004438379429,32.10684166439331
Wheat,2020,Whole Year,Maharashtra,191.23560779784322,9933.23615938987,1400.874795480704,155.16070197141363,62.80911170601321,19.835150083134394
Wheat,2019,Whole Year,Karnataka,350.06749848074105,2405.8135713753936,749.382995524551,337.64082322548194,50.11568388125823,81.49458025835708
Sugarcane,2011,Whole Year,Karnataka,348.68719761926826,9895.78894567133,1069.6061072324733,156.05714055914822,85.25067539905383,18.907176106783616
Cotton,2012,Kharif,Maharashtra,488.8170348350554,9795.519393098026,1425.79134067545,371.14712740046923,33.847035539989875,34.42432555716262
Rice,2016,Kharif,Andhra Pradesh,982.3318668479666,8144.362935172357,1954.728296950677,443.15511555233695,50.37693324559608,86.9598479797696
Rice,2016,Rabi,Andhra Pradesh,160.75229201543976,6934.806658737978,1591.446706549533,107.06080960704202,58.392291573187435,41.18223583708004
Maize,2021,Whole Year,Andhra Pradesh,566.8308949425355,6200.263452259762,1883.9056356409367,439.9680598679766,69.72622486905696,97.5740814562745
Wheat,2013,Rabi,Maharashtra,261.4282138109894,8794.913908400511,1643.3180874712655,317.1088644864341,80.55746654550305,98.17609012964738
Cotton,2014,Rabi,Andhra Pradesh,973.6088908687697,3604.9556945753916,1387.5754533386007,107.19972089016079,45.53265545904304,34.144841840820106
Sugarcane,2014,Kharif,Punjab,201.97315425471777,5209.130912363893,788.0350537045168,242.3938349118704,68.14422496869363,13.68804000249014
Wheat,2015,Kharif,Karnataka,463.2409021254321,6574.5097242985175,1500.0284778387695,122.38713206829405,23.55498577616672,73.45569557848413
Sugarcane,2018,Rabi,Punjab,764.0964863511456,4700.71428282542,1435.0693489398604,365.15654998995626,93.93832904882308,50.58878523835094
Maize,2011,Whole Year,Andhra Pradesh,734.0989852247008,4847.378086812412,1403.7037556858995,391.49066048807737,44.47529257789032,19.067755956361864
Maize,2014,Kharif,Punjab,480.455773204539,3972.56200751876,1234.6788019823612,97.60843412275953,75.65692797787946,73.67705370802386
Rice,2021,Whole Year,Andhra Pradesh,411.8717511574464,6078.086350160825,1292.9849059839134,277.76293371259,11.830697369395988,12.80574182007291
Cotton,2012,Whole Year,Maharashtra,457.8511406975835,8655.170752136044,1001.6637906771562,416.5812752116627,28.466842861432628,88.31770214430179
Sugarcane,2013,Rabi,Punjab,337.84863684277536,2813.755402056816,1278.9690389634548,471.2733686979484,53.83742898912202,22.478727620197333
